CODMES,CODSOLICITUD,prediction_peak
201311,8645,0.1849889
201311,251,0.22893068
201311,10563,0.19021401
201311,2982,0.19608568
201311,821,0.18295516
201311,3235,0.18429598
201311,1184,0.18286034
201311,7226,0.18295516
201311,332,0.18537906
201311,8122,0.19938564
201311,4269,0.18295516
201311,9760,0.20102078
201311,2878,0.18295516
201311,5850,0.1843401
201311,10443,0.18597247
201311,10248,0.18570101
201311,4423,0.18938868
201311,10708,0.18982786
201311,657,0.18295516
201311,4861,0.21259272
201311,1790,0.18295516
201311,1334,0.20387785
201311,10463,0.18295516
201311,2517,0.19392431
201311,1558,0.18725896
201311,6672,0.21228229
201311,723,0.1843401
201312,13146,0.20210704
201312,4925,0.18725896
201312,2474,0.19076006
201312,1097,0.1891559
201312,13212,0.20782898
201312,3381,0.22442861
201312,13517,0.18428978
201312,360,0.1861465
201312,5775,0.19895644
201312,9929,0.20719267
201312,120,0.18295516
201312,487,0.20291723
201312,9210,0.1938536
201312,8920,0.18850052
201312,1886,0.18902582
201312,9320,0.2008728
201312,9027,0.18378907
201312,13327,0.18358184
201312,5849,0.18378907
201312,9228,0.18592474
201312,8932,0.20812936
201312,10532,0.19640563
201312,6370,0.18563515
201312,10658,0.18814337
201312,11303,0.18295516
201312,6920,0.18295516
201312,2212,0.18799233
201312,639,0.19423313
201312,521,0.2094282
201312,9017,0.20925488
201312,6606,0.20717306
201312,5464,0.20348
201312,717,0.19090031
201312,9003,0.18705967
201312,1853,0.21656579
201312,215,0.23115903
201312,4791,0.18295516
201312,3324,0.18295516
201312,2738,0.18597247
201312,11201,0.20498753
201312,8352,0.21161354
201312,661,0.19243978
201312,8159,0.19804336
201312,10750,0.19227391
201312,3756,0.18716244
201312,136,0.18898591
201312,2303,0.21151033
201312,9233,0.18295516
201312,7493,0.18295516
201312,3158,0.18572512
201312,4388,0.19036151
201312,6538,0.19291334
201312,2629,0.21755613
201312,2178,0.18295516
201312,12206,0.20810245
201312,1109,0.22434188
201312,7483,0.23357077
201312,6625,0.18295516
201312,5648,0.18787248
201312,11273,0.23175403
201312,11278,0.22014353
201312,11507,0.19178411
201312,6842,0.18295516
201312,3871,0.18599024
201312,4694,0.19487023
201312,5670,0.18454346
201312,1996,0.21769847
201312,1851,0.1843401
201312,10737,0.18295516
201312,8288,0.18807505
201312,676,0.20954095
201312,12098,0.18295516
201312,8323,0.18420586
201312,14474,0.20890228
201312,6481,0.19252998
201312,10558,0.19142212
201312,44,0.2026614
201312,3928,0.18780583
201312,13936,0.18830451
201312,13288,0.1925177
201312,908,0.18669124
201312,8622,0.1843401
201312,12195,0.19221881
201312,6746,0.18286034
201312,8721,0.20283207
201312,9537,0.20990336
201312,5456,0.19260614
201312,7111,0.19841641
201312,3543,0.18405549
201312,100,0.20111176
201312,10446,0.18295516
201312,8432,0.18295516
201312,6668,0.18295516
201312,1977,0.22645576
201312,7008,0.18295516
201312,3876,0.19362274
201312,7994,0.23624401
201312,6964,0.22881882
201312,5577,0.1843401
201312,12655,0.18295516
201312,7816,0.20000786
201312,12016,0.18295516
201312,1610,0.18705967
201312,2369,0.18725896
201312,1143,0.20666014
201312,8830,0.1843401
201312,944,0.19112544
201312,8126,0.18755007
201312,716,0.2012096
201312,1012,0.23360729
201312,1183,0.18725896
201312,12036,0.18378907
201312,7636,0.1930626
201312,537,0.20246232
201312,7215,0.19525109
201312,10255,0.18705967
201312,3576,0.18952206
201312,3299,0.19989273
201312,12876,0.18429598
201312,6942,0.19624034
201312,503,0.2071465
201312,3090,0.19532543
201312,4342,0.19564797
201312,11711,0.18932065
201312,4953,0.18295516
201312,11464,0.18295516
201312,12142,0.18295516
201312,914,0.18295516
201312,8069,0.18693589
201312,11600,0.22046888
201312,2353,0.1861465
201312,1091,0.18396346
201312,4723,0.1942402
201312,12760,0.19695918
201312,13295,0.2017284
201312,11368,0.20512742
201312,1451,0.21511315
201312,761,0.19933656
201312,11204,0.18295516
201312,7528,0.18295516
201312,140,0.19514555
201312,11105,0.18575412
201312,2205,0.18952036
201312,6678,0.19081482
201312,11856,0.18570101
201312,8163,0.21027605
201312,13330,0.18303405
201312,12288,0.19526356
201312,7333,0.1851789
201312,10982,0.19575423
201312,5254,0.2279372
201312,2744,0.18977737
201312,5125,0.18295516
201312,7411,0.20628391
201312,1593,0.20068946
201312,371,0.20695855
201312,4628,0.19741446
201312,10147,0.1843401
201312,502,0.19506955
201312,9331,0.18953325
201312,7699,0.20476209
201312,8576,0.2012096
201312,5711,0.18454346
201312,3569,0.18593769
201312,3918,0.18295516
201312,12403,0.18430726
201312,5118,0.21384044
201312,14286,0.18420064
201312,7608,0.18295516
201312,2939,0.19028904
201312,4688,0.18973927
201312,7960,0.18705967
201312,5570,0.18576206
201312,5883,0.18739618
201312,3386,0.1965451
201312,5932,0.1843401
201312,8497,0.18286034
201312,147,0.19523026
201312,4040,0.2064245
201312,7306,0.19262989
201312,11643,0.18705967
201312,8928,0.20064405
201312,180,0.23662564
201312,2230,0.20417522
201312,7532,0.19318207
201312,4677,0.18432724
201312,12756,0.18295516
201312,6614,0.1894794
201312,6734,0.20249212
201312,2415,0.18755007
201312,7584,0.19758968
201312,8464,0.19111778
201312,583,0.1843401
201312,12038,0.19775923
201312,427,0.2215581
201312,1602,0.1843401
201312,4849,0.20422623
201312,1543,0.1870459
201312,13600,0.20171444
201312,8260,0.1843401
201312,4773,0.1875168
201312,798,0.18412219
201312,10133,0.20920373
201312,6135,0.18799233
201312,8451,0.20089206
201312,1614,0.1861465
201312,1936,0.1956197
201312,8383,0.18295516
201312,14237,0.18563515
201312,12108,0.18295516
201312,2371,0.18716837
201312,2261,0.18295516
201312,11394,0.18295516
201312,2587,0.1978503
201312,2975,0.18295516
201312,12145,0.19264862
201312,12822,0.20455737
201312,9206,0.18295516
201312,14283,0.18575412
201312,7542,0.18467562
201312,8225,0.19936
201312,10021,0.18812984
201312,6075,0.1877114
201312,5220,0.1844548
201312,1130,0.18295516
201312,2374,0.19173352
201312,5143,0.19087078
201312,7684,0.1843401
201312,4945,0.2291751
201312,2201,0.18396346
201312,5870,0.18295516
201312,12433,0.18570101
201312,2236,0.1843401
201312,12304,0.1922395
201312,8689,0.18565117
201312,8777,0.18295516
201312,2413,0.18615223
201312,2472,0.19851963
201312,9738,0.18303405
201312,10029,0.19807921
201312,5785,0.19674459
201312,12819,0.18295516
201312,753,0.18295516
201312,586,0.21605459
201312,4091,0.19276693
201312,7554,0.1956438
201312,12033,0.19551927
201312,9655,0.21446013
201312,2322,0.21958788
201312,9405,0.19709426
201312,11667,0.18725896
201312,3332,0.18755007
201312,212,0.21610555
201312,621,0.18286034
201312,9383,0.18480717
201312,4794,0.18411055
201312,12155,0.21787193
201312,13318,0.1847742
201312,4606,0.18415079
201312,6221,0.20892276
201312,12669,0.20569286
201312,598,0.18597247
201312,11967,0.18295516
201312,4216,0.20711254
201312,5086,0.18295516
201312,349,0.21056893
201312,12556,0.21617998
201312,1391,0.18983749
201312,11374,0.20561999
201312,3492,0.18295516
201312,9489,0.20928493
201312,7166,0.20285587
201312,8841,0.19240889
201312,4450,0.1985337
201312,1850,0.19144207
201312,320,0.18295516
201312,9683,0.19108017
201312,10724,0.20072147
201312,9024,0.18295516
201312,8326,0.18295516
201312,8848,0.1856582
201312,12677,0.18295516
201312,2089,0.19851172
201312,11679,0.18295516
201312,12927,0.18295516
201312,2892,0.1861465
201312,6073,0.18678164
201312,8542,0.1884594
201312,4361,0.18415079
201312,2381,0.18671528
201312,12557,0.18575412
201312,11260,0.18739618
201312,1365,0.18850036
201312,5040,0.18295516
201312,1865,0.18454346
201312,67,0.20121612
201312,882,0.18295516
201312,8692,0.18420586
201312,87,0.20515513
201312,3830,0.21009117
201312,411,0.19018315
201312,5017,0.19073303
201312,9553,0.18295516
201312,362,0.22399473
201312,12512,0.20070572
201312,9919,0.18295516
201312,6680,0.18430726
201312,10270,0.18295516
201312,6952,0.19459695
201312,2069,0.19439815
201312,11750,0.18295516
201312,3638,0.1888068
201312,2872,0.18429598
201312,693,0.18432724
201312,1078,0.18725896
201312,194,0.20153616
201312,1860,0.18780583
201312,1332,0.18575412
201312,1003,0.19828208
201312,1705,0.20424193
201312,651,0.18358184
201312,12455,0.18343684
201312,7549,0.18575412
201312,9644,0.22042963
201312,5688,0.18705967
201312,304,0.1960853
201312,10001,0.1940508
201312,13079,0.20276326
201312,13837,0.20995872
201312,481,0.20000654
201312,2573,0.18977737
201312,3622,0.18517436
201312,7029,0.1913194
201312,1562,0.20529656
201312,1803,0.18958466
201312,6914,0.18368497
201312,12381,0.19040588
201312,514,0.20011939
201312,6775,0.18430726
201312,9550,0.18295516
201312,6872,0.19807757
201312,3800,0.19485037
201312,4357,0.18295516
201312,8200,0.18958466
201312,7206,0.20787728
201312,6021,0.1921648
201312,12450,0.19802946
201312,4435,0.20193388
201312,2129,0.20265882
201312,12472,0.21186003
201312,3853,0.18799233
201312,9646,0.18949357
201312,14291,0.18898591
201312,9791,0.23455794
201312,146,0.2340806
201312,3198,0.20747662
201312,8298,0.18467517
201312,6151,0.21422191
201312,12896,0.18835522
201312,1637,0.18295516
201312,4751,0.18378907
201312,2844,0.18295516
201312,10119,0.18295516
201312,9922,0.18295516
201312,7308,0.18295516
201312,94,0.18850036
201312,2721,0.21931827
201312,3192,0.19644108
201312,11574,0.21587144
201312,1149,0.18597247
201312,11142,0.21259458
201312,9794,0.1843401
201312,4265,0.18378907
201312,1645,0.1885885
201312,1570,0.18430726
201401,1240,0.18454346
201401,12922,0.18295516
201401,10332,0.1861465
201401,7362,0.1843401
201401,3528,0.1843401
201401,2608,0.18396346
201401,7303,0.18295516
201401,9974,0.19479084
201401,796,0.18441947
201401,14195,0.19571133
201401,9235,0.18295516
201401,2941,0.18934429
201401,3573,0.18842363
201401,7705,0.1856582
201401,4715,0.18405549
201401,7262,0.21970694
201401,6649,0.19881536
201401,3964,0.18295516
201401,8332,0.18816939
201401,728,0.1843401
201401,111,0.21887422
201401,7273,0.1843401
201401,5130,0.18538296
201401,8061,0.18622647
201401,10757,0.18454346
201401,2366,0.1924952
201401,5188,0.20117553
201401,7833,0.18842363
201401,8446,0.18783383
201401,4943,0.20061648
201401,8394,0.19507304
201401,5339,0.22041272
201401,2901,0.18705967
201401,12401,0.20279169
201401,12612,0.1856582
201401,3748,0.18845543
201401,6994,0.1856582
201401,903,0.1861465
201401,3858,0.1867675
201401,9284,0.19364849
201401,10490,0.21116017
201401,2055,0.18705262
201401,9799,0.18430726
201401,3432,0.18295516
201401,13711,0.18924446
201401,7732,0.18295516
201401,8317,0.20080042
201401,5611,0.18597247
201401,1628,0.18295516
201401,182,0.18570101
201401,13187,0.18295516
201401,2706,0.18295516
201401,9378,0.2048104
201401,12587,0.19860001
201401,13764,0.1861465
201401,13768,0.18295516
201401,4846,0.21017712
201401,1567,0.20620485
201401,7358,0.19871755
201401,220,0.20298019
201401,5878,0.19599614
201401,6253,0.1843401
201401,6830,0.18295516
201401,2988,0.19816326
201401,2625,0.20709689
201401,10306,0.18295516
201401,12438,0.18415079
201401,12559,0.1851789
201401,326,0.19147204
201401,9040,0.1881893
201401,4474,0.18428978
201401,9520,0.19268009
201401,13844,0.18465826
201401,2430,0.21576913
201401,11050,0.22549005
201401,11087,0.18799233
201401,6335,0.18295516
201401,6047,0.19640014
201401,3272,0.18295516
201401,6877,0.19938564
201401,7591,0.22506982
201401,7207,0.18568876
201401,4360,0.21087582
201401,11323,0.18850036
201401,10241,0.19374827
201401,6353,0.18605044
201401,4634,0.20113726
201401,1150,0.18671528
201401,11665,0.18286034
201401,1387,0.19817175
201401,9462,0.18295516
201401,7187,0.1910904
201401,646,0.2141882
201401,2454,0.18295516
201401,5560,0.18745343
201401,783,0.1843401
201401,10840,0.20579185
201401,3551,0.19851263
201401,6766,0.18512605
201401,1141,0.18295516
201401,7266,0.18678164
201401,1016,0.19025244
201401,2951,0.18295516
201401,6729,0.2065635
201401,11264,0.18295516
201401,184,0.1890928
201401,2194,0.20549567
201401,6565,0.20467092
201401,9854,0.1843401
201401,833,0.18295516
201401,6540,0.18955776
201401,10417,0.1845957
201401,2936,0.18295516
201401,4255,0.2070808
201401,10813,0.2099807
201401,4838,0.1861465
201401,3480,0.20096302
201401,10,0.21102573
201401,2192,0.19048037
201401,2402,0.18505585
201401,2012,0.1963152
201401,2219,0.19043966
201401,528,0.18454346
201401,10473,0.20072147
201401,12919,0.20667118
201401,1468,0.18897
201401,2405,0.18415079
201401,8430,0.18982786
201401,8935,0.18430726
201401,266,0.19957167
201401,5763,0.18286034
201401,13877,0.19116499
201401,9307,0.18898591
201401,9828,0.19417717
201401,2253,0.21557066
201401,9677,0.19614702
201401,10201,0.18597247
201401,5865,0.18295516
201401,6780,0.19907907
201401,9656,0.20891596
201401,6956,0.1843401
201401,451,0.19852781
201401,10398,0.18725896
201401,12173,0.18516599
201401,8993,0.19740449
201401,11546,0.23291422
201401,4787,0.20356499
201401,2977,0.19850397
201401,9059,0.21094963
201401,13022,0.18861929
201401,7120,0.19419888
201401,1267,0.19432652
201401,6710,0.18597247
201401,9479,0.18570012
201401,2147,0.19091646
201401,12476,0.18295516
201401,9481,0.18295516
201401,5013,0.18295516
201401,7014,0.21743871
201401,6716,0.18944167
201401,11490,0.19326413
201401,5758,0.18625796
201401,13671,0.18295516
201401,10094,0.18815057
201401,5222,0.18725896
201401,7113,0.18480717
201401,2025,0.2069073
201401,5612,0.19332072
201401,4977,0.2191228
201401,3014,0.18575412
201401,8135,0.18334186
201401,7570,0.19410509
201401,11513,0.1861465
201401,9807,0.19278483
201401,4588,0.18711391
201401,5036,0.18876877
201401,8861,0.19362274
201401,1172,0.18688156
201401,9170,0.1851789
201401,7056,0.22187887
201401,6813,0.20431684
201401,9501,0.18295516
201401,10861,0.18815032
201401,12714,0.21810387
201401,10884,0.18295516
201401,609,0.2059571
201401,4160,0.18932344
201401,3398,0.20375504
201401,8359,0.19275516
201401,6065,0.18295516
201401,7342,0.18540779
201401,10384,0.18574351
201401,241,0.18705967
201401,10227,0.22500561
201401,5517,0.18575391
201401,25,0.1843401
201401,9709,0.19016236
201401,10959,0.18532372
201401,3672,0.18295516
201401,10195,0.18492718
201401,2273,0.19776319
201401,4728,0.201204
201401,1585,0.1843401
201401,9824,0.18286034
201401,4803,0.19973774
201401,5733,0.18845543
201401,9542,0.20009515
201401,2420,0.18568255
201401,4619,0.18454346
201401,9600,0.1910904
201401,7365,0.1957394
201401,6836,0.18622647
201401,5672,0.19221881
201401,10371,0.18547587
201401,13411,0.18295516
201401,8403,0.18295516
201401,12889,0.19475044
201401,6277,0.22506982
201401,6436,0.18295516
201401,8550,0.20707773
201401,8663,0.22467797
201401,9887,0.1843401
201401,3683,0.18295516
201401,932,0.18716244
201401,13096,0.18295516
201401,4847,0.18295516
201401,9430,0.18725896
201401,3118,0.20181967
201401,9465,0.18802339
201401,779,0.18358184
201401,2867,0.18834382
201401,1756,0.18415079
201401,5693,0.19332291
201401,12,0.19246233
201401,4030,0.19849281
201401,187,0.18295516
201401,2309,0.19700049
201401,8150,0.20451806
201401,1072,0.18428978
201401,7327,0.19147451
201401,10533,0.21810961
201401,12552,0.18469124
201401,2470,0.20766854
201401,7150,0.18735047
201401,8415,0.18725896
201401,6403,0.18780583
201401,12807,0.1843401
201401,2670,0.1860025
201401,926,0.2051899
201401,6617,0.18295516
201401,8377,0.18295516
201401,3793,0.2215581
201401,278,0.18570012
201401,4300,0.20819595
201401,4234,0.18899664
201401,10226,0.21878608
201401,3160,0.18295516
201401,1787,0.18810548
201401,13608,0.18868646
201401,9054,0.18295516
201401,1328,0.18295516
201401,7296,0.18693493
201401,797,0.18620674
201401,11415,0.18846852
201401,8923,0.20324832
201401,517,0.20969056
201401,4022,0.18454346
201401,11571,0.18295516
201401,2045,0.19362274
201401,9753,0.19142781
201401,9792,0.21708268
201401,2082,0.18469124
201401,11678,0.18432724
201401,5467,0.18752943
201401,641,0.1843401
201401,5479,0.18295516
201401,1627,0.19350721
201401,4988,0.1900403
201401,7157,0.187327
201401,9560,0.18295516
201401,643,0.20780839
201401,5686,0.20163973
201401,2122,0.20457616
201401,12268,0.19892956
201401,11878,0.18816939
201401,9996,0.19374627
201401,189,0.21295428
201401,13380,0.19016236
201401,4563,0.20601659
201401,6478,0.19116499
201401,5960,0.21113725
201401,9768,0.19895163
201401,8916,0.18732408
201401,11598,0.18295516
201401,8243,0.21626036
201401,10448,0.18725896
201401,8039,0.20678185
201401,957,0.19449514
201401,6007,0.19652078
201401,280,0.19243668
201401,8988,0.19423313
201401,10358,0.19741566
201401,8136,0.18574709
201401,8839,0.18699163
201401,6441,0.18597247
201401,5,0.20515867
201401,11117,0.18295516
201401,1098,0.19249263
201401,2116,0.18430726
201401,8768,0.1861465
201401,4614,0.1861465
201401,8581,0.18432724
201401,8704,0.18454346
201401,10993,0.18787248
201401,3300,0.18705967
201401,4581,0.18588704
201401,4796,0.19487298
201401,1068,0.18430726
201401,9641,0.18961419
201401,11052,0.19660947
201401,8683,0.18295516
201401,2397,0.18710804
201401,8997,0.18856554
201401,11930,0.18833233
201401,12619,0.20913135
201401,2085,0.18303405
201401,1698,0.1843401
201401,7479,0.20501831
201401,13073,0.18295516
201401,10949,0.20511983
201401,1281,0.19449136
201401,4927,0.18846852
201401,724,0.20930977
201401,13451,0.18295516
201401,9474,0.18295516
201401,12338,0.20263363
201401,9891,0.20983733
201401,3225,0.1849889
201401,5294,0.19362274
201401,6003,0.1843401
201401,858,0.19512998
201401,3582,0.18983749
201401,3435,0.20553406
201401,2955,0.19850397
201401,2387,0.18295516
201401,4480,0.18553929
201401,3025,0.1919336
201401,12629,0.1843401
201401,4921,0.18537395
201401,2989,0.20263289
201401,605,0.18295516
201401,11932,0.20298019
201401,12529,0.20421396
201401,6903,0.1853795
201401,1300,0.18560511
201401,2777,0.21588884
201401,3344,0.18716244
201401,7715,0.2030146
201401,8883,0.19959883
201401,11720,0.1849889
201401,5258,0.19212162
201401,7773,0.18286034
201401,3821,0.18725896
201401,8594,0.19388291
201401,1788,0.2221382
201401,9999,0.18593769
201401,7052,0.18295516
201401,2049,0.18454346
201401,8206,0.19674459
201401,2845,0.1849889
201401,4045,0.20878258
201401,4590,0.18601212
201401,2521,0.18295516
201401,8357,0.18295516
201401,3813,0.1925224
201401,6684,0.18617444
201401,3865,0.198994
201401,8814,0.22470687
201401,14111,0.19232777
201401,6209,0.2076009
201401,5782,0.18415079
201401,6869,0.21020253
201401,2203,0.18590462
201401,857,0.18295516
201401,2873,0.18597247
201401,1633,0.20083304
201401,1446,0.18295516
201401,6473,0.18985507
201401,8452,0.18295516
201401,12374,0.1843401
201401,7588,0.21939066
201401,217,0.18295516
201401,14357,0.18295516
201401,6970,0.19273183
201401,606,0.20168072
201401,3439,0.18295516
201401,5578,0.19661105
201401,12615,0.20912065
201401,13029,0.20110956
201401,2040,0.19798853
201401,3204,0.19098978
201401,4244,0.18295516
201401,3621,0.21889989
201401,1669,0.19841547
201401,5113,0.19432384
201401,10539,0.20023924
201401,12100,0.20121737
201401,83,0.18697967
201401,9075,0.18429598
201401,55,0.21469025
201401,4547,0.18716244
201401,245,0.21303457
201401,9393,0.18295516
201401,9762,0.1845957
201401,8857,0.20372665
201401,2585,0.18955451
201401,7034,0.1843401
201401,344,0.18295516
201401,4432,0.19102287
201401,11790,0.20551094
201401,9325,0.18772267
201401,4492,0.18295516
201401,3902,0.22593912
201401,581,0.18295516
201401,6890,0.21095413
201401,1946,0.19207858
201401,6093,0.19304237
201401,2930,0.19362274
201401,10799,0.18725896
201401,12911,0.2196058
201401,11369,0.19095965
201401,8042,0.18295516
201401,4072,0.19815792
201401,3278,0.18736199
201401,6691,0.18554272
201401,11733,0.20480005
201401,1176,0.18729375
201401,3597,0.18295516
201401,8574,0.19907907
201401,1761,0.1843401
201402,4496,0.19698197
201402,5872,0.18303405
201402,9112,0.18799233
201402,9558,0.19584078
201402,3545,0.18597247
201402,12973,0.18787248
201402,7837,0.19907907
201402,558,0.19869395
201402,6841,0.22240548
201402,4287,0.18295516
201402,2429,0.21167527
201402,7799,0.21612681
201402,3653,0.18295516
201402,3866,0.18295516
201402,2571,0.18286034
201402,6049,0.19441709
201402,12642,0.1896597
201402,8441,0.21669492
201402,10188,0.19565143
201402,5166,0.20210704
201402,1228,0.18295516
201402,1103,0.18492718
201402,13246,0.18816939
201402,3968,0.18295516
201402,11132,0.18844712
201402,7046,0.23824637
201402,5980,0.20749693
201402,8914,0.1843401
201402,11987,0.1843401
201402,7260,0.1845957
201402,9715,0.18892829
201402,12699,0.18570101
201402,9401,0.20079727
201402,5062,0.20424193
201402,4519,0.20120424
201402,765,0.18378907
201402,987,0.18733744
201402,11552,0.18295516
201402,4128,0.18844712
201402,4429,0.18295516
201402,8259,0.21402441
201402,5310,0.1875168
201402,5247,0.18570101
201402,6295,0.18813777
201402,7341,0.19552858
201402,2556,0.1934466
201402,8512,0.19026084
201402,6805,0.20480876
201402,713,0.1843401
201402,1951,0.18725896
201402,5701,0.18295516
201402,10880,0.2087661
201402,4654,0.1856582
201402,2912,0.18295516
201402,12405,0.18378907
201402,470,0.1843401
201402,2578,0.18681903
201402,9373,0.19468233
201402,11956,0.18534139
201402,584,0.18295516
201402,543,0.18295516
201402,10601,0.1915679
201402,3851,0.18429598
201402,6330,0.18430726
201402,172,0.19332291
201402,7406,0.20665146
201402,540,0.18295516
201402,126,0.18295516
201402,156,0.18982786
201402,11403,0.18378907
201402,5902,0.21396628
201402,4499,0.19465557
201402,617,0.18430726
201402,7376,0.18575412
201402,12224,0.18295516
201402,6199,0.20640504
201402,11342,0.18799233
201402,7727,0.20648743
201402,9631,0.1861465
201402,10414,0.18725896
201402,14161,0.1843401
201402,5277,0.18957548
201402,8245,0.18681903
201402,12365,0.18568718
201402,6781,0.2171893
201402,5000,0.1878523
201402,4944,0.18295516
201402,12534,0.18725896
201402,6460,0.19738297
201402,14375,0.19102287
201402,8459,0.18816939
201402,2739,0.21814288
201402,4187,0.20466189
201402,5150,0.18705967
201402,9424,0.21145736
201402,3128,0.18385929
201402,9776,0.18463491
201402,3897,0.1937448
201402,4043,0.18343684
201402,2053,0.1896597
201402,8133,0.20407946
201402,1321,0.18881543
201402,5007,0.18295516
201402,13811,0.18295516
201402,3463,0.20046644
201402,6978,0.18538296
201402,12208,0.1884594
201402,346,0.18429598
201402,12808,0.22065654
201402,258,0.18597247
201402,1230,0.19650616
201402,3836,0.18799233
201402,11356,0.18810548
201402,6378,0.18295516
201402,4948,0.18818888
201402,452,0.19049995
201402,4033,0.18378907
201402,4064,0.18295516
201402,10715,0.19556871
201402,781,0.21885489
201402,2808,0.1843401
201402,5430,0.18575412
201402,7897,0.20684353
201402,755,0.18810716
201402,5519,0.19190733
201402,9503,0.18295516
201402,11565,0.1981363
201402,7947,0.19221881
201402,6000,0.19938557
201402,5244,0.18699163
201402,11220,0.19747289
201402,867,0.19694254
201402,6339,0.20356499
201402,2473,0.19938564
201402,2094,0.18454346
201402,4928,0.20554888
201402,7665,0.19393331
201402,9357,0.18430726
201402,11776,0.19269851
201402,11664,0.18295516
201402,9610,0.21301857
201402,9345,0.22413109
201402,3562,0.1843401
201402,618,0.19626851
201402,5636,0.18512605
201402,4289,0.18295516
201402,14011,0.18707721
201402,5916,0.18563515
201402,3686,0.18610074
201402,12903,0.19493967
201402,4542,0.18343684
201402,3581,0.18295516
201402,10070,0.20016393
201402,2054,0.2066885
201402,6509,0.19108681
201402,6564,0.18295516
201402,1828,0.20635605
201402,10190,0.2284142
201402,6592,0.18480717
201402,4825,0.18295516
201402,7600,0.1994001
201402,5654,0.1952619
201402,1595,0.18944167
201402,1471,0.19362274
201402,4719,0.18716244
201402,4900,0.18952036
201402,9951,0.18295516
201402,9633,0.22289285
201402,1118,0.18295516
201402,8173,0.2000893
201402,4458,0.18396346
201402,4274,0.18295516
201402,1723,0.190981
201402,13280,0.21066086
201402,246,0.20317541
201402,11840,0.20063941
201402,810,0.18705967
201402,1641,0.18874805
201402,12570,0.18575412
201402,9447,0.19954988
201402,3425,0.18575412
201402,8705,0.18454346
201402,4727,0.20365502
201402,8471,0.23098585
201402,9530,0.1843401
201402,125,0.18295516
201402,10383,0.19679448
201402,11599,0.18295516
201402,8314,0.18455023
201402,5803,0.1843401
201402,5387,0.18295516
201402,5979,0.1980135
201402,11823,0.2053445
201402,2155,0.18772267
201402,5063,0.19259745
201402,6162,0.18295516
201402,7722,0.19419888
201402,733,0.2017862
201402,3220,0.18295516
201402,234,0.20324734
201402,7124,0.18841735
201402,5180,0.18295516
201402,6303,0.18295516
201402,13119,0.2084519
201402,12326,0.23007327
201402,10900,0.18415079
201402,3400,0.18415079
201402,8389,0.18286034
201402,2235,0.19665127
201402,23,0.20584919
201402,2507,0.19907907
201402,3863,0.18469124
201402,1310,0.18716244
201402,127,0.20134176
201402,3986,0.18725896
201402,11363,0.18799233
201402,10049,0.18295516
201402,11241,0.19270143
201402,2825,0.19247991
201402,8083,0.18739618
201402,12146,0.19958466
201402,62,0.2060674
201402,4866,0.1990583
201402,12084,0.20238462
201402,3051,0.18295516
201402,5660,0.19205824
201402,10640,0.19543692
201402,13715,0.18295516
201402,13518,0.22492397
201402,998,0.22500312
201402,5655,0.19920287
201402,12339,0.18295516
201402,9150,0.21221338
201402,7987,0.2020306
201402,861,0.21575378
201402,10438,0.18705645
201402,10809,0.20615081
201402,560,0.19251733
201402,7173,0.1843401
201402,6980,0.21518177
201402,6683,0.18794023
201402,3414,0.19738297
201402,16,0.21497203
201402,6972,0.19589204
201402,2677,0.20297168
201402,352,0.1843401
201402,1028,0.2137655
201402,6954,0.18513694
201402,2687,0.20017506
201402,4605,0.19213618
201402,8491,0.20134878
201402,5471,0.18358184
201402,699,0.2099807
201402,13083,0.20470114
201402,5114,0.18656203
201402,7229,0.18678164
201402,2743,0.18861929
201402,102,0.203145
201402,11457,0.19907208
201402,5947,0.19973347
201402,2266,0.18705967
201402,6862,0.19954413
201402,825,0.18844712
201402,7154,0.18295516
201402,9118,0.18295516
201402,11655,0.1849889
201402,11872,0.18710804
201402,7938,0.18597247
201402,329,0.21626763
201402,10098,0.20749693
201402,9566,0.22708178
201402,9026,0.18295516
201402,5921,0.19332291
201402,1635,0.20352478
201402,10224,0.19821393
201402,742,0.18607834
201402,10092,0.18454346
201402,10423,0.19513185
201402,7038,0.18516599
201402,12054,0.18295516
201402,2247,0.18303405
201402,2676,0.19886267
201402,602,0.18295516
201402,3799,0.19629757
201402,4184,0.20502004
201402,6928,0.22026531
201402,8077,0.1879965
201402,702,0.18938868
201402,13124,0.18593769
201402,8004,0.19738297
201402,6773,0.18861929
201402,1544,0.21030894
201402,7043,0.18428978
201402,5439,0.18295516
201402,9114,0.18295516
201402,2223,0.19728638
201402,8835,0.19674459
201402,9602,0.20263974
201402,5991,0.18810548
201402,6989,0.1863181
201402,13240,0.22248854
201402,3869,0.19863673
201402,10203,0.21208762
201402,622,0.20165175
201402,8293,0.22483963
201402,3022,0.20416518
201402,2290,0.18620946
201402,5003,0.19523026
201402,12203,0.18850036
201402,10792,0.1861465
201402,13857,0.18351592
201402,8210,0.20689416
201402,7505,0.20031406
201402,2966,0.18739618
201402,4929,0.18295516
201402,6223,0.20215805
201402,10395,0.21913409
201402,7235,0.18295516
201402,7208,0.18554272
201402,9836,0.18739618
201402,7857,0.18295516
201402,12593,0.18772267
201402,11964,0.1843401
201402,12019,0.18479171
201402,4000,0.18295516
201402,5520,0.2022422
201402,2399,0.18563515
201402,6908,0.18575412
201402,4550,0.21177427
201402,9483,0.18423188
201402,6863,0.19673093
201402,2174,0.18295516
201402,3107,0.1843401
201402,11113,0.19213618
