CODMES,CODSOLICITUD,prediction_corpus
201311,3661,0.16139126
201311,8566,0.25511578
201311,12625,0.20367974
201311,6312,0.20513098
201311,11237,0.6736981
201311,5075,0.21975598
201311,1288,0.055431902
201311,5356,0.17642868
201311,3495,0.104933575
201311,2092,0.13491268
201311,6464,0.10910115
201311,5034,0.25725463
201311,12399,0.5401339
201311,4737,0.5708065
201311,9504,0.5618685
201311,11081,0.32414734
201311,1837,0.05483212
201311,12034,0.4275432
201311,12697,0.08196014
201311,7721,0.31703305
201311,7152,0.070358425
201311,14277,0.2336958
201311,107,0.66548795
201311,2618,0.6460557
201311,13234,0.33773544
201311,2163,0.7203132
201311,11396,0.61879164
201311,1256,0.48554727
201311,8053,0.2587839
201311,339,0.22492419
201311,9554,0.07157422
201311,7191,0.2648005
201311,12920,0.41891834
201311,11371,0.3170294
201311,4565,0.16104999
201311,4191,0.6036592
201311,10100,0.2685185
201311,6467,0.18706094
201311,7345,0.38361076
201311,9706,0.13162789
201311,6084,0.4321171
201311,8265,0.41005307
201311,4447,0.6315525
201311,6280,0.42467842
201311,8402,0.36169782
201311,5297,0.31305102
201311,6603,0.05468974
201311,6051,0.1742663
201311,9788,0.53886145
201311,10661,0.08257235
201311,348,0.81283337
201311,3685,0.69834495
201311,10510,0.81330526
201311,2537,0.14355336
201311,2323,0.25722283
201311,11310,0.037537396
201311,12843,0.68359584
201311,9626,0.46133375
201311,7062,0.40015706
201311,5926,0.310377
201311,7378,0.24175014
201311,5633,0.29303306
201311,9043,0.4100712
201311,6502,0.29123864
201311,3441,0.120147936
201311,12093,0.21475655
201311,5756,0.28398675
201311,3488,0.394037
201311,12959,0.3548942
201311,8482,0.4648459
201311,2610,0.23358929
201311,8654,0.21136017
201311,3954,0.039304495
201311,12301,0.30867058
201311,1050,0.66825616
201311,13621,0.6784658
201311,6957,0.073975265
201311,5170,0.31439984
201311,6568,0.69738626
201311,7729,0.46676856
201311,865,0.7428508
201311,7826,0.1306418
201311,1357,0.22154392
201311,11988,0.33777505
201311,8876,0.2863198
201311,3992,0.27354464
201311,5951,0.18066877
201311,5910,0.63177145
201311,9312,0.059519615
201311,9060,0.62306625
201311,4027,0.3375568
201311,6626,0.3376736
201311,5796,0.5916083
201311,9621,0.7320738
201311,14261,0.46891457
201311,7649,0.14315964
201311,8521,0.5764789
201311,11177,0.6456037
201311,159,0.70482284
201311,7132,0.10610283
201311,6263,0.47791824
201311,1394,0.43303213
201311,2204,0.40832812
201311,6640,0.6331785
201311,412,0.7266892
201311,4223,0.1945832
201311,1615,0.56697726
201311,8003,0.46650273
201311,4491,0.07767971
201311,10523,0.6143281
201311,4100,0.5640824
201311,2864,0.54140854
201311,6575,0.62168896
201311,6541,0.79707545
201311,1517,0.18079576
201311,4298,0.1994829
201311,681,0.2680647
201311,7155,0.10075402
201311,7110,0.67946386
201311,608,0.056864325
201311,2974,0.39757144
201311,6479,0.24699971
201311,5848,0.30554718
201311,1929,0.09244415
201311,1848,0.38001347
201311,3132,0.123441815
201311,3723,0.16100028
201311,3028,0.044235617
201311,5153,0.2016604
201311,12906,0.23252816
201311,4762,0.078850195
201311,1333,0.32219625
201311,14186,0.4275154
201311,887,0.5589141
201311,10003,0.13142978
201311,6652,0.35030437
201311,7635,0.106217556
201311,5056,0.47812372
201311,6906,0.23327874
201311,11198,0.5190837
201311,966,0.13001621
201311,7054,0.6138227
201311,10506,0.4507053
201311,805,0.5153718
201311,1739,0.38997108
201311,6392,0.55065817
201311,1489,0.123709634
201311,4771,0.48488703
201311,7796,0.6228323
201311,9265,0.11933101
201311,1940,0.58366495
201311,8166,0.7484199
201311,10773,0.35469082
201311,2445,0.08183381
201311,3253,0.70813334
201311,3232,0.13923335
201311,2879,0.5850221
201311,8881,0.51561344
201311,13363,0.1556711
201311,13010,0.18645227
201311,1057,0.58981717
201311,379,0.51236975
201311,8181,0.64137673
201311,11648,0.3817994
201311,6111,0.5006232
201311,51,0.3600463
201311,4903,0.3019248
201311,1492,0.4371051
201311,2071,0.26349637
201311,5819,0.68142194
201311,10607,0.6436883
201311,10512,0.17867595
201311,11277,0.17896123
201311,3610,0.24625212
201311,10004,0.65042925
201311,4073,0.38659248
201311,14463,0.14284953
201311,11463,0.37322238
201311,14153,0.23778178
201311,6081,0.07289721
201311,14257,0.45139095
201311,3350,0.21285944
201311,5165,0.64669335
201311,940,0.3283155
201311,2880,0.47029543
201311,7793,0.29913473
201311,1519,0.24518117
201311,13455,0.6268503
201311,10564,0.4602085
201311,10078,0.6443136
201311,5481,0.64343566
201311,6889,0.36755216
201311,12660,0.495171
201311,13069,0.4538592
201311,1502,0.51202255
201311,7033,0.60529804
201311,2124,0.43468
201311,5805,0.4596958
201311,3872,0.38827556
201311,4760,0.082834795
201311,6198,0.30855453
201311,6411,0.82050794
201311,8536,0.42841858
201311,7955,0.14423892
201311,9356,0.68747663
201311,149,0.46278313
201311,8427,0.32694584
201311,13940,0.3990715
201311,9329,0.1356898
201311,8755,0.20395096
201311,8630,0.100261524
201311,3003,0.6394412
201311,1185,0.42629927
201311,13810,0.20806877
201311,2634,0.4446232
201311,8696,0.06413267
201311,9360,0.69392073
201311,5298,0.067518674
201311,5105,0.55252945
201311,3111,0.5646698
201311,1861,0.20283838
201311,7494,0.59880435
201311,8048,0.6562771
201311,10569,0.6388411
201311,12251,0.09562771
201311,7485,0.10282171
201311,3360,0.34861642
201311,14399,0.100416526
201311,7845,0.13088365
201311,1234,0.12256266
201311,4225,0.10637568
201311,6359,0.08653637
201311,8600,0.54431546
201311,2471,0.107011944
201311,1512,0.12223924
201311,6194,0.11452187
201311,7645,0.15826899
201311,5488,0.24850763
201311,14133,0.13434508
201311,11596,0.11002124
201311,7733,0.24346794
201311,2822,0.12886181
201311,11951,0.42315948
201311,5160,0.09970998
201311,3990,0.6753187
201311,8860,0.35438788
201311,5032,0.16286045
201311,1087,0.13993677
201311,11481,0.3199454
201311,5634,0.19765748
201311,11139,0.07954601
201311,8282,0.3003301
201311,8258,0.58768535
201311,3504,0.43736982
201311,2797,0.045706507
201311,3737,0.062109806
201311,4522,0.05439201
201311,3076,0.33875278
201311,9765,0.5751128
201311,13340,0.48814455
201311,3416,0.34136716
201311,10951,0.075828634
201311,10847,0.09183865
201311,2768,0.38404799
201311,1275,0.5804541
201311,1646,0.38512027
201311,8367,0.1457728
201311,7072,0.089112915
201311,6510,0.43465146
201311,3313,0.29140443
201311,6333,0.38431007
201311,6557,0.6984078
201311,3207,0.11312245
201311,12894,0.23889512
201311,1201,0.08777985
201311,2698,0.042077914
201311,9269,0.23076895
201311,5508,0.31280723
201311,939,0.36905432
201311,2980,0.16901304
201311,3911,0.44126377
201311,8522,0.42271936
201311,9080,0.13397062
201311,2070,0.3951126
201311,1115,0.4767906
201311,12618,0.09030191
201311,4025,0.3366357
201311,9330,0.37304744
201311,11084,0.26115692
201311,10935,0.546286
201311,13458,0.29325417
201311,8420,0.42474425
201311,8034,0.56967837
201311,4667,0.28263012
201311,5386,0.11995583
201311,7927,0.4761352
201311,12820,0.5646764
201311,8404,0.5397358
201311,6800,0.5135792
201311,1002,0.41435874
201311,8648,0.71180123
201311,10518,0.5523377
201311,10175,0.13605125
201311,1158,0.5071668
201311,7737,0.53550893
201311,404,0.06951932
201311,720,0.6625295
201311,9218,0.4973725
201311,6279,0.2001024
201311,3038,0.1677823
201311,8707,0.5386347
201311,10819,0.13324413
201311,11788,0.06048182
201311,10588,0.38192153
201311,5025,0.059186127
201311,5469,0.5913752
201311,3446,0.265658
201311,6508,0.06776271
201311,8450,0.17098503
201311,256,0.6685394
201311,7572,0.22158252
201311,4169,0.10609531
201311,2245,0.60411847
201311,2144,0.537033
201311,9858,0.4482227
201311,3236,0.44075483
201311,2014,0.66774625
201311,3558,0.6996256
201311,1291,0.53185874
201311,7974,0.12421181
201311,2773,0.54330355
201311,12464,0.046438433
201311,11104,0.6113232
201311,2928,0.15787612
201311,12124,0.54017836
201311,10895,0.40548667
201311,5141,0.08629061
201311,9283,0.3646471
201311,12221,0.5930079
201311,2020,0.39183012
201311,9766,0.20581731
201311,6341,0.77386963
201311,2086,0.5088695
201311,3579,0.09489823
201311,4067,0.35087338
201311,2491,0.10200888
201311,8500,0.17652789
201311,4792,0.45794106
201311,10107,0.7988177
201311,486,0.45505
201311,2796,0.5878982
201311,3211,0.1995305
201311,11285,0.44156936
201311,12638,0.15836088
201311,7876,0.073499136
201311,2206,0.31990218
201311,8871,0.35583982
201311,5478,0.12148583
201311,5417,0.80627364
201311,12375,0.3133999
201311,10355,0.4756069
201311,4640,0.5756328
201311,9351,0.71008563
201311,8467,0.13918628
201311,1817,0.20483041
201311,5583,0.2909302
201311,394,0.5991502
201311,1128,0.69624996
201311,11974,0.27107057
201311,12826,0.26241976
201311,11244,0.5708479
201311,10545,0.5290124
201311,9253,0.4728645
201311,3426,0.76531124
201311,7638,0.08623825
201311,3007,0.4203424
201311,10662,0.32532486
201311,10806,0.15594456
201311,8898,0.73541665
201311,11870,0.13390616
201311,4514,0.55739963
201311,137,0.88511467
201311,12315,0.5389512
201311,1574,0.65073633
201311,12186,0.4311585
201311,2620,0.22341646
201311,2826,0.5057503
201311,13059,0.09340904
201311,2137,0.09438689
201311,11020,0.43864056
201311,13298,0.33413407
201311,1015,0.38749653
201311,9139,0.07650507
201311,183,0.42524144
201311,4612,0.044983696
201311,3321,0.27397597
201311,7787,0.7520185
201311,3315,0.6385341
201311,10733,0.2823263
201311,2302,0.7210223
201311,1346,0.5573869
201311,8818,0.4363878
201311,8134,0.39190218
201311,5879,0.44993693
201311,277,0.737835
201311,7594,0.27565107
201311,10673,0.48491082
201311,13037,0.46135402
201311,8251,0.31428245
201311,6688,0.62268376
201311,7383,0.423683
201311,12639,0.5685131
201311,1251,0.10215307
201311,9589,0.31063917
201311,7088,0.09481188
201311,11595,0.19885087
201311,9952,0.37379023
201311,7945,0.6418986
201311,815,0.5437675
201311,5856,0.08723036
201311,3294,0.7115645
201311,14200,0.57103103
201311,1327,0.22615565
201311,7753,0.5058958
201311,10937,0.11485097
201311,7069,0.33855683
201311,11810,0.29142833
201311,1101,0.10244806
201311,10180,0.11883815
201311,6334,0.24222846
201311,12573,0.7616974
201311,8596,0.12685353
201311,82,0.2701726
201311,9725,0.24401973
201311,3443,0.63185483
201311,8313,0.09560344
201311,5886,0.35089678
201311,3669,0.03642035
201311,14263,0.18960348
201311,8980,0.28098992
201311,4075,0.18652683
201311,4365,0.12590715
201311,8165,0.08812206
201311,12414,0.5512002
201311,7544,0.6414575
201311,6222,0.5122989
201311,9864,0.51664776
201311,6594,0.5727808
201311,2891,0.17041808
201311,4498,0.6381001
201311,2617,0.3786557
201311,1146,0.39838845
201311,12330,0.60587513
201311,10590,0.11795149
201311,2863,0.78562516
201311,2160,0.7503654
201311,13683,0.41581687
201311,1750,0.32352838
201311,6765,0.13226438
201311,13040,0.45644847
201311,12069,0.24195816
201311,11398,0.63642234
201311,3348,0.31515935
201311,1542,0.20949695
201311,11796,0.6792178
201311,7167,0.17494062
201311,11593,0.29765582
201311,2499,0.58855885
201311,2588,0.5298683
201311,6462,0.6044658
201311,6834,0.70824385
201311,13071,0.28720063
201311,12109,0.77725655
201311,1931,0.21378158
201311,13043,0.05445662
201311,4841,0.3336793
201311,6627,0.29306656
201311,6229,0.56334627
201311,686,0.44808212
201311,4089,0.09972079
201311,13522,0.43403363
201311,2275,0.8449793
201311,3629,0.46566057
201311,5719,0.6538987
201311,9038,0.08844404
201311,3229,0.28943542
201311,5632,0.08275781
201311,11325,0.0937492
201311,2345,0.33639568
201311,2998,0.6976044
201311,1504,0.48463213
201311,1254,0.16955073
201311,12257,0.09224264
201311,10823,0.13637649
201311,5363,0.2416928
201311,443,0.7755129
201311,12395,0.19194591
201311,9090,0.66918683
201311,10727,0.59354484
201311,11641,0.23062713
201311,9881,0.06810762
201311,1129,0.057652846
201311,5842,0.1883207
201311,324,0.3777849
201311,3459,0.32363436
201311,2038,0.7594284
201311,4910,0.7574921
201311,1535,0.6932826
201311,10544,0.080183655
201311,229,0.27245876
201311,13032,0.37811962
201311,11741,0.11595739
201311,29,0.6284865
201311,7986,0.4101535
201311,13956,0.23194797
201311,7597,0.10590845
201311,2764,0.32051513
201311,5206,0.07588501
201311,7017,0.4789267
201311,8585,0.26840067
201311,5962,0.32344183
201311,7435,0.73044515
201311,10024,0.6642919
201311,12744,0.19415116
201311,13959,0.40836382
201311,2288,0.44233745
201311,10187,0.27602568
201311,9397,0.5709693
201311,1515,0.3142085
201311,8561,0.7609137
201311,227,0.07783326
201311,4012,0.24220876
201311,11293,0.14017299
201311,9212,0.62447816
201311,12205,0.3266808
201311,14184,0.20191184
201311,3777,0.18484563
201311,1882,0.11728012
201311,9314,0.7617487
201311,13992,0.27491933
201311,9219,0.12606563
201311,13092,0.17180187
201311,11746,0.7495047
201311,10692,0.54145044
201311,12900,0.39902696
201311,1700,0.36187539
201311,7922,0.49366626
201311,6204,0.34431064
201311,9853,0.4404883
201311,7771,0.548096
201311,12738,0.5643821
201311,10210,0.4175673
201311,3311,0.21396938
201311,3942,0.23687576
201311,10157,0.23357685
201311,1892,0.23975267
201311,1360,0.13208593
201311,3934,0.18786463
201311,3708,0.31394407
201311,6656,0.15574507
201311,10511,0.4276194
201311,5705,0.60351896
201311,13847,0.38250387
201311,7878,0.2999132
201311,3403,0.2370861
201311,13149,0.2894732
201311,10246,0.18474062
201311,3150,0.2726368
201311,7709,0.80115116
201311,8011,0.27031723
201311,8560,0.6297028
201311,7558,0.5752588
201311,3356,0.43423072
201311,5651,0.37390795
201311,9850,0.7385555
201311,14221,0.3487214
201311,7465,0.20055056
201311,1096,0.3176942
201311,12531,0.1846301
201311,3201,0.600039
201311,5804,0.5381392
201311,5598,0.6754651
201311,6115,0.29763934
201311,1271,0.32071808
201311,14016,0.15109856
201311,3980,0.5516436
201311,846,0.2727416
201311,9306,0.053201705
201311,1966,0.47087258
201311,12413,0.19179265
201311,6491,0.5831938
201311,5334,0.4697937
201311,10613,0.22139467
201311,12023,0.16320138
201311,11992,0.39968556
201311,5644,0.2798366
201311,3031,0.39149612
201311,6598,0.20805457
201311,5419,0.061638482
201311,3815,0.66378015
201311,12242,0.49112877
201311,6549,0.42709705
201311,1054,0.24673581
201311,9500,0.12176044
201311,6082,0.3077098
201311,4859,0.48700806
201311,8029,0.15089366
201311,2979,0.10934224
201311,8867,0.36078805
201311,5161,0.30873862
201311,3560,0.16885172
201311,760,0.4203551
201311,6046,0.06077516
201311,6692,0.6904415
201311,3511,0.31736162
201311,1552,0.21903867
201311,2087,0.22084111
201311,1356,0.52060604
201311,6374,0.07037011
201311,8590,0.24180667
201311,12156,0.08308881
201311,5887,0.63171023
201311,9494,0.15518816
201311,7477,0.7626158
201311,2132,0.100827515
201311,10488,0.27752826
201311,1846,0.66763157
201311,9308,0.7486994
201311,9398,0.18503785
201311,9674,0.61937994
201311,11283,0.18097709
201311,5246,0.7216897
201312,1989,0.7703368
201312,8381,0.74248356
201312,1507,0.085275486
201312,11460,0.5172366
201312,2162,0.6696425
201312,11954,0.15085842
201312,5265,0.10994566
201312,7025,0.06259261
201312,4322,0.5321513
201312,129,0.5347862
201312,12248,0.45599753
201312,3427,0.658158
201312,6619,0.39702526
201312,10381,0.55533653
201312,11759,0.5542797
201312,3122,0.12546138
201312,3949,0.11596539
201312,10876,0.12254189
201312,3310,0.3739084
201312,2410,0.34258458
201312,263,0.4107728
201312,10243,0.11126651
201312,9603,0.18737574
201312,9612,0.67659736
201312,9944,0.5129017
201312,12877,0.618177
201312,10154,0.24647935
201312,7637,0.6687296
201312,8862,0.27722725
201312,5730,0.11967293
201312,3169,0.6810595
201312,2828,0.2646477
201312,3608,0.1941105
201312,14299,0.22056659
201312,3981,0.1600986
201312,7387,0.4993968
201312,1472,0.6402665
201312,11256,0.17703709
201312,10343,0.8112586
201312,9759,0.23979926
201312,4835,0.40368685
201312,7318,0.25231797
201312,705,0.6338304
201312,8385,0.36637047
201312,9545,0.26077473
201312,12731,0.22458285
201312,11350,0.48381317
201312,959,0.4501624
201312,8559,0.24347241
201312,9525,0.61329865
201312,13566,0.06867624
201312,2340,0.19095618
201312,9979,0.34016794
201312,11175,0.36668894
201312,1080,0.41343278
201312,11717,0.47533205
201312,10996,0.21541087
201312,6929,0.70025223
201312,5117,0.48575512
201312,13282,0.20604654
201312,1690,0.62165004
201312,14288,0.24168366
201312,14389,0.056453537
201312,463,0.5167462
201312,11558,0.77626985
201312,3177,0.13355434
201312,3978,0.41427925
201312,1829,0.064711474
201312,3547,0.25604576
201312,1710,0.38530403
201312,6791,0.25047857
201312,7925,0.41053006
201312,11206,0.40061724
201312,9391,0.18979457
201312,7718,0.09367414
201312,1616,0.52978647
201312,7429,0.4106757
201312,33,0.744601
201312,3877,0.6569845
201312,916,0.56438637
201312,10252,0.36480126
201312,13872,0.5735289
201312,4203,0.060038596
201312,11915,0.31277037
201312,10434,0.5092125
201312,10657,0.39414427
201312,3498,0.46715292
201312,525,0.28637907
201312,4505,0.52310103
201312,9884,0.44393414
201312,3517,0.07069814
201312,9072,0.159183
201312,2390,0.53467834
201312,13962,0.6026866
201312,4523,0.17279352
201312,4404,0.23032884
201312,1764,0.058656264
201312,2633,0.1953658
201312,1051,0.49978408
201312,5624,0.6102344
201312,6743,0.5140598
201312,8273,0.5348105
201312,9369,0.29903385
201312,741,0.2744744
201312,2727,0.19465803
201312,1354,0.211323
201312,11510,0.63808286
201312,2893,0.4656355
201312,8913,0.66149545
201312,11614,0.6359655
201312,5107,0.7558987
201312,12349,0.6770181
201312,7196,0.43281597
201312,12280,0.18743278
201312,10191,0.5309274
201312,8071,0.09301602
201312,7023,0.6696952
201312,8873,0.038637843
201312,1319,0.7392052
201312,3645,0.31222492
201312,5052,0.4106921
201312,14127,0.45868096
201312,11192,0.03489855
201312,2268,0.7619793
201312,747,0.7230543
201312,1998,0.25402272
201312,2554,0.45129004
201312,2476,0.04601925
201312,2650,0.09686299
201312,7183,0.09753139
201312,11176,0.6545101
201312,8717,0.1545244
201312,10835,0.7840254
201312,10889,0.08651523
201312,6809,0.50164884
201312,4180,0.47601885
201312,13831,0.38981876
201312,9382,0.6988294
201312,13827,0.062320452
201312,13693,0.36925733
201312,8334,0.56927204
201312,11553,0.18366244
201312,13027,0.39873514
201312,14071,0.16376387
201312,3507,0.26190785
201312,10825,0.11613436
201312,11548,0.076698035
201312,11212,0.22582613
201312,303,0.13756444
201312,6437,0.31358823
201312,9620,0.119597375
201312,1287,0.2672514
201312,13801,0.43508697
201312,12449,0.64190686
201312,8496,0.24778791
201312,10293,0.41308695
201312,5754,0.19906591
201312,6078,0.5740571
201312,9480,0.06771302
201312,12001,0.684914
201312,8501,0.1837326
201312,994,0.28811306
201312,4271,0.07369196
201312,8174,0.084462546
201312,10065,0.11126514
201312,4765,0.409031
201312,9387,0.077472605
201312,471,0.22241336
201312,12256,0.4519362
201312,9470,0.1423574
201312,3651,0.38890913
201312,4533,0.21702443
201312,1563,0.5153718
201312,7911,0.54727405
201312,10780,0.616718
201312,5317,0.30617085
201312,595,0.34207016
201312,11577,0.59673977
201312,6315,0.6541321
201312,5826,0.5544218
201312,1127,0.23090348
201312,10789,0.5406129
201312,11440,0.21923967
201312,8682,0.09817877
201312,71,0.49182588
201312,11391,0.5048689
201312,2022,0.112132
201312,1358,0.26553082
201312,5533,0.13923657
201312,2789,0.72418237
201312,9304,0.18077709
201312,13084,0.41519022
201312,12292,0.25537324
201312,7161,0.16886978
201312,14432,0.6544047
201312,10829,0.31446838
201312,14383,0.11050136
201312,11259,0.31840622
201312,3684,0.6854412
201312,4639,0.4223539
201312,600,0.46475318
201312,3019,0.421316
201312,2039,0.64488715
201312,8197,0.67711526
201312,2365,0.4490482
201312,9907,0.11829346
201312,11025,0.7132231
201312,2848,0.6769525
201312,4823,0.7777249
201312,6526,0.55078554
201312,12976,0.7175112
201312,6631,0.16446272
201312,9229,0.27472672
201312,11365,0.37306955
201312,10729,0.28267673
201312,6004,0.4717862
201312,5680,0.14553085
201312,2497,0.45237595
201312,3994,0.2253494
201312,2493,0.39304277
201312,3666,0.21656552
201312,3587,0.40231803
201312,5068,0.2926603
201312,4789,0.58921874
201312,12238,0.05825814
201312,12726,0.17488867
201312,5444,0.30463648
201312,10167,0.21339846
201312,6976,0.045420136
201312,7312,0.40812594
201312,12526,0.60453266
201312,7764,0.11866769
201312,9276,0.6171898
201312,1587,0.6134064
201312,5144,0.37382227
201312,4635,0.22182277
201312,7874,0.7050287
201312,6346,0.5008694
201312,10749,0.20744808
201312,11383,0.4434491
201312,7277,0.6698955
201312,9041,0.39635897
201312,12775,0.2751081
201312,7168,0.5690112
201312,1768,0.47140825
201312,8320,0.5275631
201312,6143,0.7378983
201312,5240,0.6009555
201312,9213,0.51433825
201312,4093,0.4559318
201312,3895,0.027458725
201312,7744,0.6264739
201312,9339,0.49694073
201312,12494,0.48428637
201312,12610,0.19215824
201312,4689,0.6193403
201312,31,0.42631534
201312,11079,0.24398121
201312,2960,0.7316063
201312,8524,0.35331708
201312,10006,0.30308208
201312,4407,0.5226742
201312,11161,0.25784108
201312,9300,0.17268527
201312,7711,0.09390646
201312,1661,0.08504259
201312,1867,0.78494966
201312,4079,0.4448688
201312,192,0.2474497
201312,3586,0.14703883
201312,5371,0.5049981
201312,3422,0.31278113
201312,4482,0.52798986
201312,9408,0.38735288
201312,2861,0.578549
201312,10672,0.32569206
201312,11067,0.2293702
201312,5613,0.32709417
201312,3363,0.10660988
201312,4646,0.2172535
201312,12498,0.6258431
201312,6699,0.56598926
201312,13565,0.111691914
201312,3373,0.4899777
201312,877,0.44540682
201312,2433,0.6227659
201312,7605,0.7171056
201312,6586,0.6434142
201312,7218,0.43625692
201312,8733,0.42809588
201312,8080,0.60844904
201312,9611,0.113661006
201312,3983,0.35479054
201312,5647,0.49639753
201312,10987,0.7183136
201312,12078,0.23711203
201312,11729,0.111860566
201312,3931,0.15506537
201312,14087,0.2683773
201312,6306,0.43442962
201312,4468,0.08684388
201312,1503,0.08930939
201312,580,0.30030036
201312,8781,0.5136225
201312,1302,0.63124484
201312,10812,0.44934097
201312,8028,0.13467523
201312,2555,0.117123656
201312,1642,0.2908442
201312,4392,0.18460652
201312,350,0.64509594
201312,13087,0.5588332
201312,9226,0.49034825
201312,12686,0.17210747
201312,9417,0.21610709
201312,6118,0.40764648
201312,6958,0.35629198
201312,5322,0.6044244
201312,4431,0.42914325
201312,7248,0.04981732
201312,11797,0.04046751
201312,3603,0.6095099
201312,10744,0.7366102
201312,8847,0.34323952
201312,3539,0.100077316
201312,13243,0.79263884
201312,9084,0.4151433
201312,9552,0.67868274
201312,4113,0.14343111
201312,13462,0.3047903
201312,13534,0.17429154
201312,14090,0.4641413
201312,5342,0.543559
201312,14105,0.33134744
201312,5354,0.531908
201312,12421,0.6366232
201312,7005,0.8481204
201312,9058,0.19619629
201312,9256,0.499168
201312,3473,0.06148565
201312,8658,0.51571417
201312,11239,0.53660405
201312,4391,0.46861538
201312,3631,0.56582105
201312,9412,0.15285885
201312,12924,0.30362216
201312,6945,0.41342705
201312,11757,0.7531736
201312,11933,0.32226494
201312,13542,0.33935383
201312,2306,0.36406803
201312,8252,0.68412256
201312,10311,0.03234425
201312,3071,0.43234676
201312,1298,0.23512381
201312,5259,0.53432393
201312,11305,0.47944644
201312,10052,0.06758651
201312,12917,0.11035437
201312,9642,0.028230978
201312,14102,0.109181345
201312,6923,0.7749231
201312,9350,0.3572871
201312,5239,0.034834877
201312,7511,0.14437485
201312,7444,0.33170483
201312,7348,0.4797204
201312,4021,0.15270028
201312,8040,0.057539083
201312,7541,0.14595988
201312,6471,0.45666742
201312,13315,0.2679844
201312,3641,0.7039306
201312,8212,0.3775054
201312,11479,0.47950882
201312,5473,0.25085956
201312,8944,0.65441036
201312,2759,0.2876925
201312,897,0.26673642
201312,12567,0.099517696
201312,294,0.5133431
201312,14388,0.52667606
201312,7942,0.2759625
201312,12800,0.29162112
201312,10435,0.723678
201312,3141,0.55694866
201312,3099,0.69489795
201312,3965,0.828254
201312,3893,0.54061645
201312,12102,0.059109345
201312,6851,0.71405816
201312,8567,0.6065591
201312,12228,0.20461102
201312,11030,0.2638985
201312,392,0.34559408
201312,1778,0.10056473
201312,8698,0.31455135
201312,13471,0.3118568
201312,2726,0.58112854
201312,6006,0.5983463
201312,13317,0.6575777
201312,5361,0.2058489
201312,6593,0.7042788
201312,7934,0.34227192
201312,12360,0.115698986
201312,2737,0.4599083
201312,7371,0.41747504
201312,4055,0.20474458
201312,7550,0.4339128
201312,11495,0.45300886
201312,6635,0.42552823
201312,11357,0.76935434
201312,5198,0.6049117
201312,11197,0.43877247
201312,12541,0.5794044
201312,11770,0.55157954
201312,8012,0.7336637
201312,9404,0.31585494
201312,12532,0.38986412
201312,316,0.22179775
201312,1236,0.32981637
201312,8970,0.4045059
201312,4718,0.60678303
201312,4052,0.5431197
201312,995,0.24685122
201312,5542,0.60011756
201312,4332,0.3048059
201312,1658,0.04551437
201312,14191,0.06680159
201312,3705,0.18687809
201312,13723,0.72307837
201312,5671,0.18800147
201312,698,0.5292034
201312,7004,0.07812321
201312,2889,0.21235403
201312,10864,0.4392231
201312,9635,0.3955833
201312,2511,0.2502478
201312,10961,0.6466602
201312,407,0.684644
201312,10121,0.17771539
201312,13012,0.734689
201312,9055,0.124410324
201312,8256,0.55167735
201312,5023,0.6264956
201312,7847,0.7465298
201312,249,0.31944522
201312,7471,0.41123888
201312,11694,0.24506672
201312,3854,0.17636812
201312,2443,0.63548845
201312,3170,0.18307115
201312,1623,0.20782915
201312,3538,0.06390598
201312,3295,0.3069568
201312,1246,0.31247002
201312,4354,0.33776987
201312,4336,0.15010956
201312,7447,0.23753732
201312,548,0.6450298
201312,10058,0.5643371
201312,5836,0.4955684
201312,11551,0.44864067
201312,10731,0.33883905
201312,7508,0.16549766
201312,1938,0.25822732
201312,6871,0.34723184
201312,5366,0.70980996
201312,11326,0.2773128
201312,7768,0.38766962
201312,4962,0.4494965
201312,1578,0.72554076
201312,2766,0.3859583
201312,10469,0.07382771
201312,7583,0.65302086
201312,13970,0.08222449
201312,5221,0.40194106
201312,9384,0.47958428
201312,8731,0.42229977
201312,4329,0.5906468
201312,7548,0.17409717
201312,6387,0.25111672
201312,3475,0.051840227
201312,7213,0.5655528
201312,1260,0.82209164
201312,4071,0.48310867
201312,4916,0.27499858
201312,7326,0.33770967
201312,489,0.56050617
201312,3417,0.6816824
201312,7105,0.5151918
201312,10040,0.09577282
201312,8449,0.25256294
201312,8562,0.17290244
201312,6361,0.16694587
201312,10456,0.25690657
201312,7400,0.054631617
201312,1005,0.19561383
201312,7978,0.51264733
201312,12727,0.5445705
201312,12705,0.21334705
201312,2667,0.067309886
201312,9303,0.37970448
201312,5499,0.062087446
201312,3255,0.10872728
201312,2363,0.17494002
201312,5988,0.41628635
201312,4279,0.16054352
201312,2242,0.17860037
201312,906,0.41607997
201312,10141,0.21066445
201312,11894,0.580598
201312,3062,0.6630322
201312,3510,0.39685267
201312,7027,0.26288584
201312,8412,0.304335
201312,8030,0.120527595
201312,6294,0.22156058
201312,3087,0.16711096
201312,12918,0.25765416
201312,8272,0.53316915
201312,8509,0.48672003
201312,6759,0.33468702
201312,5231,0.73990643
201312,10396,0.45292175
201312,13026,0.053662166
201312,10776,0.16531964
201312,4981,0.4456098
201312,5301,0.2602609
201312,13467,0.68014836
201312,13214,0.40809232
201312,2059,0.5727929
201312,7032,0.3530143
201312,1161,0.116500005
201312,6126,0.38145295
201312,10762,0.17764789
201312,582,0.29494154
201312,11405,0.50843215
201312,11849,0.24079666
201312,1934,0.10736559
201312,12303,0.663311
