CODMES,CODSOLICITUD,prediction_single
201401,9280,0.2971533
201401,11050,0.31984147
201401,13143,0.1992376
201401,5713,0.19459362
201401,1680,0.43777648
201401,12559,0.048961453
201401,7923,0.19956738
201401,1613,0.12924445
201401,4408,0.08896933
201401,12796,0.11937188
201401,5490,0.19235973
201401,4166,0.31167176
201401,2366,0.13251443
201401,1229,0.17414965
201401,13348,0.19786362
201401,2175,0.24867667
201401,1068,0.08803824
201401,6045,0.227153
201401,6667,0.4403492
201401,10201,0.10254327
201401,1832,0.22200797
201401,13425,0.23448445
201401,116,0.3873333
201401,12246,0.38983318
201401,857,0.04193085
201401,3016,0.03862727
201401,6565,0.114312105
201401,12732,0.12146905
201401,1021,0.3333272
201401,1514,0.26253784
201401,11298,0.086375825
201401,10861,0.09662918
201401,4038,0.1538236
201401,5060,0.2611452
201401,10906,0.07730845
201401,8683,0.047532707
201401,8857,0.09091722
201401,3654,0.10895953
201401,7479,0.2565195
201401,3555,0.1104293
201401,12229,0.2195972
201401,7249,0.16668184
201401,11807,0.24917737
201401,5321,0.110691205
201401,7717,0.078369126
201401,357,0.1760251
201401,8800,0.1871553
201401,9787,0.08098659
201401,9109,0.29978904
201401,7404,0.09660612
201401,6130,0.2628081
201401,957,0.06408308
201401,2568,0.14826229
201401,2934,0.22382694
201401,4181,0.19556722
201401,8377,0.04641004
201401,1823,0.14660463
201401,8455,0.13129884
201401,7647,0.12235707
201401,8673,0.19097139
201401,9750,0.52358377
201401,13871,0.26097018
201401,3341,0.39519483
201401,4174,0.07809732
201401,6093,0.09055225
201401,9374,0.33526894
201401,1847,0.4040076
201401,9437,0.27792272
201401,7067,0.48060095
201401,892,0.27846503
201401,2988,0.16515678
201401,7426,0.15624775
201401,10859,0.12508774
201401,7074,0.18411471
201401,7365,0.098128855
201401,297,0.3154804
201401,2549,0.39022148
201401,8016,0.0847337
201401,9263,0.07533111
201401,13380,0.046533003
201401,9305,0.24221756
201401,7921,0.23635033
201401,6172,0.39434323
201401,6047,0.09487464
201401,779,0.1246733
201401,5294,0.10950685
201401,11033,0.23838402
201401,3392,0.5007167
201401,10554,0.09578524
201401,6192,0.12849614
201401,8659,0.116163224
201401,3074,0.09229358
201401,5953,0.32256514
201401,9763,0.1588402
201401,13486,0.41001505
201401,8058,0.13278005
201401,6816,0.16532902
201401,9807,0.15204851
201401,12252,0.28216287
201401,4793,0.2657003
201401,292,0.38882524
201401,4020,0.06269013
201401,13917,0.23286314
201401,3344,0.073167175
201401,7207,0.11008627
201401,12140,0.3561885
201401,7668,0.35572624
201401,4497,0.05069949
201401,5103,0.20564036
201401,9051,0.10951388
201401,3238,0.17047009
201401,5998,0.12696111
201401,6924,0.10052416
201401,6244,0.15939425
201401,2104,0.17414929
201401,2486,0.18966341
201401,2552,0.26436004
201401,3621,0.16991046
201401,10195,0.054655924
201401,912,0.10447086
201401,7051,0.4970292
201401,1698,0.039203115
201401,10473,0.10801363
201401,5529,0.055848923
201401,3358,0.23540626
201401,2055,0.03350746
201401,184,0.14127418
201401,10548,0.0818018
201401,9012,0.18721165
201401,9520,0.16274816
201401,4630,0.1786375
201401,8317,0.17181166
201401,3778,0.12556691
201401,9313,0.21486136
201401,7262,0.23999554
201401,8923,0.29771292
201401,9677,0.11047619
201401,3458,0.091855146
201401,7838,0.34625947
201401,333,0.36477715
201401,8617,0.056639597
201401,11793,0.33423796
201401,989,0.16384417
201401,9358,0.20950036
201401,8167,0.17087583
201401,10227,0.359448
201401,9641,0.11566984
201401,1213,0.27265623
201401,4480,0.05717698
201401,6426,0.1166997
201401,6938,0.19911595
201401,8103,0.060905706
201401,12619,0.3242942
201401,7833,0.0732575
201401,7026,0.26353037
201401,3821,0.08021098
201401,3439,0.03890636
201401,10143,0.16465355
201401,5280,0.21547958
201401,10297,0.10182476
201401,8369,0.14738306
201401,11117,0.04358825
201401,704,0.27600315
201401,8230,0.0775739
201401,7792,0.2840002
201401,6065,0.069654845
201401,3394,0.18086411
201401,1573,0.39588124
201401,3701,0.19018333
201401,9363,0.17771924
201401,236,0.15794916
201401,2082,0.04923507
201401,3005,0.24192977
201401,11369,0.11642517
201401,4614,0.03875386
201401,9040,0.059564725
201401,3338,0.26979756
201401,5548,0.3528678
201401,12807,0.040788963
201401,4619,0.086102344
201401,11658,0.30893055
201401,5300,0.35641143
201401,14113,0.12281542
201401,1452,0.15572336
201401,1556,0.144868
201401,11279,0.10963556
201401,2116,0.055402204
201401,2283,0.07437526
201401,5782,0.08226177
201401,4300,0.35581324
201401,1328,0.036523607
201401,4711,0.16279852
201401,7364,0.1478012
201401,8626,0.30660254
201401,5339,0.27308878
201401,11262,0.057607826
201401,7338,0.101064555
201401,7507,0.33404282
201401,13096,0.03997784
201401,2873,0.090754054
201401,4906,0.05994889
201401,1662,0.42310447
201401,8452,0.0313931
201401,10242,0.4081658
201401,1347,0.09112448
201401,10132,0.14392135
201401,5414,0.24375942
201401,3668,0.20194632
201401,7498,0.10697321
201401,920,0.54940516
201401,4949,0.17132
201401,6956,0.03530396
201401,12523,0.1552883
201401,833,0.04768638
201401,4413,0.42877847
201401,8101,0.108589865
201401,8610,0.13805453
201401,250,0.3195093
201401,11211,0.16297361
201401,11895,0.123692974
201401,14111,0.11094272
201401,819,0.23354876
201401,7264,0.27845627
201401,5639,0.15933509
201401,3460,0.17197618
201401,6766,0.059353463
201401,2777,0.19434121
201401,10855,0.1401417
201401,5777,0.11069782
201401,8316,0.047275912
201401,55,0.3603254
201401,6948,0.1027686
201401,8839,0.05613131
201401,2273,0.2058472
201401,6735,0.26139018
201401,266,0.083711274
201401,11135,0.26084778
201401,9463,0.13896972
201401,5733,0.17055951
201401,7187,0.1307978
201401,754,0.14608525
201401,13457,0.361804
201401,8341,0.18342876
201401,10696,0.124391966
201401,2649,0.2563187
201401,11185,0.07930668
201401,8643,0.07075222
201401,5463,0.20645237
201401,13844,0.084483795
201401,4758,0.12314723
201401,5479,0.034233794
201401,11508,0.19334884
201401,1445,0.44492775
201401,14073,0.35794055
201401,3240,0.2397115
201401,5820,0.11491012
201401,7120,0.091120556
201401,11149,0.2044553
201401,605,0.03957425
201401,8407,0.21455966
201401,10572,0.22227257
201401,2427,0.43155983
201401,5611,0.08896199
201401,6729,0.2930483
201401,9823,0.3028067
201401,8161,0.13793884
201401,7296,0.047906063
201401,8211,0.28114587
201401,11390,0.26027682
201401,12714,0.40235525
201401,8135,0.035189103
201401,1479,0.3017682
201401,213,0.27868336
201401,1991,0.13438712
201401,3130,0.075153865
201401,8554,0.27258444
201401,5526,0.27778333
201401,7745,0.25472322
201401,10487,0.115076885
201401,2219,0.06040183
201401,3118,0.25838712
201401,5498,0.108504094
201401,13673,0.24824572
201401,3852,0.11915184
201401,7731,0.043101653
201401,4411,0.3693482
201401,7783,0.30779785
201401,3444,0.08363729
201401,7040,0.15647887
201401,4275,0.4387799
201401,752,0.27685493
201401,11497,0.39855367
201401,1020,0.09612055
201401,1022,0.21947533
201401,10272,0.270014
201401,7627,0.17226073
201401,3014,0.045449525
201401,6762,0.30846635
201401,9854,0.053064052
201401,6657,0.38068524
201401,6880,0.11447724
201401,907,0.057302497
201401,7113,0.040428534
201401,501,0.32797593
201401,13541,0.31070775
201401,3222,0.17825131
201401,10533,0.2985009
201401,9235,0.065781936
201401,13465,0.43364435
201401,10921,0.19411995
201401,7811,0.35078236
201401,11416,0.110919155
201401,8243,0.1851457
201401,8136,0.04506906
201401,13422,0.24170592
201401,2058,0.32298797
201401,5340,0.12530471
201401,12,0.17104003
201401,12758,0.18135361
201401,3707,0.28074804
201401,6277,0.34136137
201401,4846,0.19139561
201401,12657,0.25112593
201401,9439,0.15569177
201401,2405,0.056485053
201401,13151,0.26107344
201401,13859,0.37289205
201401,2622,0.15352762
201401,886,0.13910744
201401,1207,0.16480747
201401,12374,0.05835036
201401,5408,0.3869163
201401,3674,0.19920962
201401,12552,0.040134266
201401,11672,0.35536522
201401,9479,0.061120674
201401,2253,0.15654683
201401,5123,0.107417524
201401,6003,0.040557545
201401,4345,0.4369185
201401,4125,0.26489255
201401,12966,0.26219022
201401,3059,0.10445781
201401,13385,0.094383016
201401,9378,0.24355751
201401,12268,0.16929449
201401,8121,0.24915801
201401,2146,0.10865741
201401,10959,0.03835243
201401,13238,0.14215633
201401,482,0.10460045
201401,983,0.35942537
201401,11341,0.11866117
201401,11324,0.19099145
201402,1344,0.13314721
201402,7418,0.11608494
201402,7727,0.17862207
201402,1118,0.047692787
201402,7790,0.42041257
201402,2358,0.28122336
201402,4014,0.20002672
201402,12021,0.2781842
201402,7837,0.09324219
201402,10836,0.23749141
201402,4313,0.20247598
201402,2804,0.1920968
201402,3091,0.22613408
201402,5519,0.12566088
201402,8060,0.25676477
201402,12570,0.061248727
201402,11113,0.096039996
201402,5789,0.32032835
201402,313,0.16622633
201402,588,0.27114624
201402,3996,0.43476418
201402,4084,0.08056132
201402,11962,0.07107194
201402,3660,0.32134014
201402,3463,0.17680454
201402,4289,0.042610634
201402,14375,0.07986353
201402,7781,0.2967754
201402,3051,0.039660063
201402,1198,0.27996916
201402,3568,0.099584915
201402,9908,0.1927847
201402,1342,0.055217355
201402,9512,0.1358385
201402,8797,0.32020083
201402,2868,0.04541289
201402,6372,0.060218394
201402,3678,0.062286463
201402,844,0.24605733
201402,7897,0.08538311
201402,5736,0.06717327
201402,5691,0.44742393
201402,4403,0.30110323
201402,1103,0.05417775
201402,9943,0.33470055
201402,11599,0.05795396
201402,329,0.36184338
201402,4438,0.14811066
201402,3805,0.054428063
201402,3425,0.04612837
201402,12359,0.46106705
201402,7235,0.033535272
201402,898,0.06480144
201402,9147,0.13272598
201402,12487,0.04792948
201402,5551,0.15724489
201402,11451,0.2792607
201402,3008,0.14621018
201402,124,0.37513804
201402,4935,0.285713
201402,5166,0.10672577
201402,5099,0.12741528
201402,1230,0.1251434
201402,7356,0.15177721
201402,7431,0.23722824
201402,5778,0.24659164
201402,3745,0.2929438
201402,12813,0.061536584
201402,7622,0.08674195
201402,6269,0.12975161
201402,5345,0.11508853
201402,4430,0.24607956
201402,5791,0.2114727
201402,7624,0.13305864
201402,2290,0.085116014
201402,7260,0.03899214
201402,6422,0.5251368
201402,12903,0.07697716
201402,14431,0.23391265
201402,10919,0.43869296
201402,9859,0.13687769
201402,9746,0.36437362
201402,2571,0.06428544
201402,5701,0.053376324
201402,5565,0.15594764
201402,1992,0.19499484
201402,13808,0.058242813
201402,4185,0.07933985
201402,4087,0.20970064
201402,7674,0.14116995
201402,12642,0.07162397
201402,377,0.074525364
201402,5594,0.32803613
201402,11271,0.4341464
201402,5690,0.23131712
201402,10519,0.079309165
201402,8065,0.15327504
201402,2312,0.23556143
201402,12884,0.21183953
201402,11570,0.10049329
201402,10465,0.061003488
201402,11628,0.18076918
201402,3220,0.045466468
201402,7930,0.38974983
201402,4229,0.1397494
201402,11379,0.08530271
201402,3897,0.044625796
201402,12830,0.26859546
201402,9137,0.35634416
201402,7987,0.07857037
201402,6965,0.21762283
201402,5787,0.12717539
201402,127,0.31562266
201402,2853,0.12541048
201402,8917,0.16424623
201402,12502,0.059098236
201402,3905,0.22001496
201402,2677,0.20233965
201402,13055,0.29149252
201402,7080,0.222565
201402,8552,0.14694142
201402,10257,0.082113475
201402,518,0.06150575
201402,6514,0.110456295
201402,7808,0.26709682
201402,6199,0.124453105
201402,6217,0.32150903
201402,2432,0.2684403
201402,2663,0.25551513
201402,9874,0.15302508
201402,5387,0.051667262
201402,11885,0.1975295
201402,12050,0.084174484
201402,6608,0.29436
201402,6203,0.10462426
201402,11226,0.14976665
201402,12562,0.1881372
201402,422,0.28543055
201402,9406,0.22318605
201402,825,0.05426265
201402,12175,0.22912958
201402,12622,0.12644224
201402,4308,0.14918758
201402,5151,0.2703957
201402,417,0.4382765
201402,1824,0.11732612
201402,4287,0.03398973
201402,10190,0.16015975
201402,986,0.32146415
201402,1534,0.3755797
201402,9495,0.05885923
201402,4081,0.30099133
201402,6812,0.503489
201402,4268,0.05652414
201402,10609,0.41556433
201402,2195,0.09547089
201402,9885,0.07418947
201402,10631,0.26630837
201402,7043,0.05773858
201402,4064,0.049579553
201402,8754,0.10482844
201402,9172,0.10650254
201402,2557,0.17417434
201402,1247,0.14556223
201402,3761,0.088011295
201402,8077,0.100678764
201402,618,0.13632527
201402,6211,0.3169599
201402,617,0.1049561
201402,1879,0.21684721
201402,2734,0.48381585
201402,6303,0.0411874
201402,8553,0.18219745
201402,11428,0.13027254
201402,6773,0.03574615
201402,5178,0.16913539
201402,9680,0.16919117
201402,5270,0.29802573
201402,8936,0.38201857
201402,12430,0.2594629
201402,464,0.24866565
201402,3155,0.15840968
201402,4924,0.35355118
201402,3562,0.038556434
201402,3151,0.11302889
201402,2779,0.13392769
201402,13201,0.29753706
201402,6865,0.48583242
201402,8307,0.25347534
201402,11444,0.1287053
201402,234,0.121567786
201402,13767,0.095743194
201402,12285,0.35249832
201402,2318,0.09218215
201402,13850,0.08166753
201402,10940,0.05581858
201402,4784,0.13155343
201402,11874,0.44365203
201402,3771,0.21708944
201402,2776,0.13280556
201402,11474,0.11020573
201402,2983,0.32237804
201402,7341,0.05609643
201402,7505,0.14275238
201402,79,0.14918675
201402,1193,0.3388504
201402,3607,0.07514495
201402,10801,0.3553582
201402,9195,0.40347382
201402,196,0.19883157
201402,4334,0.269861
201402,2023,0.20457868
201402,6683,0.0686643
201402,3128,0.069492206
201402,3653,0.05377797
201402,3230,0.32234156
201402,12146,0.20783783
201402,2621,0.5142531
201402,14011,0.07585442
201402,11457,0.18139401
201402,10654,0.32323796
201402,4458,0.03845042
201402,3203,0.54117703
201402,14355,0.1445916
201402,11858,0.10967663
201402,8790,0.3472122
201402,14232,0.2421657
201402,10137,0.14961001
201402,4818,0.067713626
201402,6458,0.2632169
201402,8835,0.104419164
201402,13969,0.16209473
201402,6357,0.051631887
201402,13518,0.37750146
201402,7707,0.15329804
201402,4928,0.19117726
201402,6494,0.25910434
201402,1228,0.05596473
201402,5605,0.43818736
201402,7722,0.11144597
201402,4727,0.29814273
201402,4816,0.112525694
201402,3107,0.045747966
201402,4033,0.07184586
201402,11602,0.27340993
201402,8763,0.28358108
201402,2113,0.15162584
201402,2803,0.25173694
201402,4719,0.084703386
201402,14411,0.1622832
201402,4941,0.109744154
201402,260,0.2348517
201402,7393,0.13229005
201402,5176,0.21715507
201402,1317,0.22521059
201402,3145,0.39526337
201402,7334,0.15186132
201402,2361,0.24413484
201402,5858,0.09280259
201402,12174,0.03750048
201402,307,0.19324706
201402,6963,0.20253712
201402,3525,0.20201795
201402,3015,0.05271388
201402,8716,0.13041383
201402,602,0.040368043
201402,2490,0.044965994
201402,13089,0.12443817
201402,12312,0.17510697
201402,5062,0.1944113
201402,2743,0.03629774
201402,10741,0.098779745
201402,10273,0.390236
201402,13369,0.27723306
201402,13083,0.18704043
201402,244,0.045863844
201402,3108,0.45408735
201402,9345,0.32111531
201402,9046,0.16852248
201402,4486,0.2010437
201402,13423,0.07719375
201402,8587,0.25217628
201402,11921,0.3242342
201402,3658,0.0784035
201402,7706,0.43272018
201402,13981,0.36799544
201402,10455,0.33983296
201402,7961,0.13509874
201402,12076,0.22408952
201402,11047,0.1525151
201402,6980,0.22625928
201402,10023,0.21662265
201402,14050,0.08457158
201402,7587,0.04617928
201402,6223,0.1671601
201402,9530,0.051931206
201402,6981,0.14750245
201402,12458,0.18650857
201402,9906,0.25856042
201402,6757,0.28546816
201402,2966,0.07248859
201402,13054,0.21092789
201402,315,0.12517369
201402,8616,0.22494233
201402,11776,0.10900123
201402,14342,0.17373754
201402,12598,0.24435757
201402,5569,0.31497756
201402,4567,0.121439286
201402,10145,0.30370837
201402,2496,0.2531835
201402,4000,0.045895968
201402,1665,0.07807111
201402,7270,0.09256386
201402,11636,0.40802515
201402,9639,0.20654161
201402,5636,0.07885588
201402,1396,0.173216
201402,7416,0.06505234
201402,1959,0.26170093
201402,3469,0.2441152
201402,2418,0.17299436
201402,6460,0.084576316
201402,10683,0.3381457
201402,6161,0.091012664
201402,12019,0.059490927
201402,9747,0.08346499
201402,1393,0.1709896
201402,13240,0.15713485
201402,3932,0.13061535
201402,1121,0.105413035
201402,10567,0.34173805
201402,435,0.09704029
201402,14220,0.17709635
201402,9613,0.07679436
201402,12008,0.12022373
201402,4245,0.12939763
201402,4900,0.12191974
201402,12212,0.14100677
201402,10521,0.16276734
201402,12592,0.11098632
201402,1467,0.17076443
201402,10715,0.10820876
201402,9114,0.07271591
201402,3808,0.15089066
201402,6908,0.04652927
201402,10611,0.33088586
201402,1048,0.2920289
201402,8644,0.10749675
201402,9578,0.2720541
201402,9078,0.1009573
201402,11224,0.25719047
201402,3009,0.1341149
201402,8471,0.23604408
201402,876,0.13744253
201402,4877,0.085111685
201402,2440,0.060916476
201402,6251,0.14328103
201402,4251,0.13934693
201402,13856,0.17384945
201402,9167,0.17318152
201402,2564,0.36261868
201402,174,0.110399015
201402,9132,0.12812819
201402,3137,0.11695603
201402,2507,0.079114124
201402,7920,0.07696023
201402,10880,0.3072872
201402,11956,0.097741865
201402,1999,0.047543902
201402,5227,0.22120045
201402,10962,0.17395337
201402,12881,0.16896564
201402,3241,0.07283384
201402,5290,0.046192903
201402,2054,0.22187518
201402,7530,0.090743594
201402,5038,0.1739235
201402,5359,0.071686335
201402,5092,0.27680618
201402,4276,0.12856753
201402,5430,0.045352537
201402,6301,0.09014961
201402,5180,0.03453343
201402,6264,0.20534228
201402,4883,0.27613428
201402,10594,0.16425678
201402,12203,0.10892243
201402,3869,0.15195566
201402,2051,0.074461654
201402,5843,0.14594968
201402,5916,0.08049164
201402,4905,0.31883663
201402,7003,0.30187768
201402,735,0.2154547
201402,6020,0.22302388
201402,2235,0.06484978
201402,9357,0.0713508
201402,2419,0.094777726
201402,1310,0.057703823
201402,2925,0.22462745
201402,8293,0.3263584
201402,4801,0.14897585
201402,9138,0.0866769
201402,6189,0.18674034
201402,7368,0.21206081
201402,4150,0.1513604
201402,10085,0.11291256
201402,9410,0.09515821
201402,7012,0.27714384
201402,10060,0.2352854
201402,6564,0.037656732
201402,3742,0.16260682
201402,6330,0.07292171
201402,8760,0.1494241
201402,2442,0.2945578
201402,8982,0.06519097
201402,10108,0.16961929
201402,10947,0.124343984
201402,10414,0.07406777
201402,6090,0.07986138
201402,3762,0.17847706
201402,6989,0.058131766
201402,7103,0.20656282
201402,4496,0.2171139
201402,10988,0.12480353
201402,3620,0.26503736
201402,2103,0.14513071
201402,8169,0.22227296
201402,4550,0.29452166
201402,4860,0.21563862
201402,2403,0.050619766
201402,5717,0.097339965
201402,5790,0.09569274
201402,6941,0.17575167
201402,7403,0.14982943
201402,8773,0.11547688
201402,8825,0.28489652
201402,6582,0.41043553
201402,4454,0.21807782
201402,6841,0.21041974
201402,356,0.21231186
201402,4211,0.40725535
201402,10070,0.06710703
201402,13988,0.2688348
201402,7954,0.12908907
201402,6798,0.2701605
201402,8259,0.21363088
201402,740,0.11171385
201402,3903,0.15983091
201402,439,0.110582374
201402,4611,0.2221815
201402,12290,0.1574061
201402,8173,0.11842715
201402,9776,0.044659343
201402,6753,0.37723643
201402,11241,0.07933908
201402,12054,0.04624321
201402,2556,0.22966817
201402,8664,0.348707
201402,7146,0.16328691
201402,11319,0.20039357
201402,4058,0.2076269
201402,8044,0.23420247
201402,2795,0.05952916
201402,9916,0.24257544
201402,6786,0.54462755
201402,1675,0.091884665
201402,17,0.05930943
201402,11552,0.05070386
201402,11822,0.0626629
201402,4867,0.107699424
201402,709,0.21967137
201402,4481,0.28891784
201402,13799,0.24778697
201402,3766,0.34739435
201402,493,0.2774817
201402,13675,0.22829819
201402,4548,0.20409976
201402,2745,0.5590288
201402,4866,0.2059209
201402,3388,0.445744
201402,3593,0.26309046
201402,6790,0.2667197
201402,9643,0.05808502
201402,4899,0.1917198
201402,5643,0.20223466
201402,9483,0.08252071
201402,352,0.06315801
201402,3851,0.03896109
201402,10010,0.29394308
201402,1093,0.20311382
201402,9039,0.10526066
201402,5656,0.20275459
201402,8007,0.13198799
201402,4120,0.25918043
201402,2825,0.094394125
201402,10472,0.1280639
201402,4811,0.108461685
201402,11987,0.04779787
201402,6789,0.4177375
201402,10772,0.16854177
201402,9447,0.17314245
201402,3185,0.14269313
201402,8085,0.34440485
201402,13870,0.04293658
201402,6399,0.21801141
201402,5979,0.12018727
201402,10843,0.12356109
201402,6015,0.37206912
201402,4367,0.13875194
201402,6378,0.037884723
201402,5921,0.06254172
201402,4128,0.101002194
201402,338,0.05091225
201402,3968,0.036239218
201402,5439,0.04209136
201402,3648,0.5198492
201402,11630,0.16136248
201402,7251,0.23201536
201402,5281,0.24725989
201402,917,0.109163284
201402,10049,0.068036065
201402,6407,0.16614391
201402,11167,0.36984825
201402,2174,0.040028755
201402,4654,0.035323557
201402,7859,0.07762143
201402,5660,0.048137054
201402,5915,0.19134898
201402,5947,0.18295686
201402,12064,0.07804694
201402,10266,0.30232704
201402,426,0.43515494
201402,3072,0.14790344
201402,4609,0.3344993
201402,14092,0.06247685
201402,2818,0.27896866
201402,1594,0.26185158
201402,14289,0.32426146
201402,13862,0.16889842
201402,4996,0.12531309
201402,14049,0.0656719
201402,14315,0.11299332
201402,7456,0.15727764
201402,584,0.06499947
201402,9192,0.05485032
201402,1858,0.16475202
201402,3904,0.21549846
201402,2247,0.04771419
201402,6100,0.19818065
201402,5299,0.29013112
201402,3596,0.21174516
201402,4043,0.043173674
201402,2155,0.04843185
201402,8685,0.523452
201402,13961,0.32357278
201402,11855,0.37866405
201402,389,0.06678997
201402,5108,0.19505863
201402,781,0.18966022
201402,12663,0.3771762
201402,8238,0.09742778
201402,8210,0.2996066
201402,6509,0.10623099
201402,12250,0.11377603
201402,1471,0.1218165
201402,3316,0.071982756
201402,7977,0.26207548
201402,5083,0.16718452
201402,13806,0.15817934
201402,4813,0.21515891
201402,7982,0.18688591
201402,1697,0.302867
201402,4099,0.21051274
201402,987,0.06018455
201402,6318,0.04988623
201402,10098,0.1072097
201402,13461,0.1138586
201402,12260,0.07463472
201402,4112,0.11052854
201402,10938,0.29332656
201402,4872,0.04717104
201402,7376,0.057613883
201402,6179,0.27443317
201402,9869,0.43193486
201402,452,0.123415515
201402,4551,0.05205354
201402,2676,0.12189805
201402,9533,0.12484216
201402,565,0.21676223
201402,6196,0.083097346
201402,746,0.19541822
201402,12125,0.52837324
201402,4187,0.15424915
201402,2628,0.15647167
201402,7046,0.21096997
201402,1672,0.10833498
201402,268,0.16925183
201402,8705,0.046915323
201402,11053,0.07184371
201402,1782,0.14344633
201402,4400,0.09964513
201402,3776,0.11295746
201402,531,0.045660064
201402,5003,0.075988784
201402,10674,0.06958937
201402,6497,0.16717874
201402,2814,0.056481365
201402,756,0.2754911
201402,2258,0.22457418
201402,13420,0.37591824
201402,7158,0.30033103
201402,5539,0.34884346
201402,13500,0.17460352
201402,12684,0.44430536
201402,1694,0.20399748
201402,13188,0.16354097
201402,2095,0.4551639
201402,3485,0.15084434
201402,8843,0.05541612
201402,3662,0.059098955
201402,1852,0.36313143
201402,1028,0.22186314
201402,6788,0.20107937
201402,139,0.47121906
201402,4461,0.064655915
201402,6394,0.084435284
201402,1106,0.21686865
201402,5768,0.11462067
201402,11568,0.2694135
201402,3900,0.15652068
201402,8038,0.060528256
201402,7979,0.2475782
201402,3523,0.30957043
201402,13384,0.29679176
201402,2739,0.15102132
201402,13116,0.48599488
201402,6164,0.07565754
201402,11635,0.1494673
201402,11425,0.2997597
201402,12863,0.16060683
201402,5724,0.40698266
201402,10601,0.118087135
201402,9562,0.2125277
201402,5712,0.19895183
201402,3273,0.36199364
201402,4530,0.14299491
201402,9093,0.31128222
201402,4274,0.04416358
201402,9022,0.15523513
201402,7475,0.10759742
201402,11587,0.16477764
201402,12721,0.20018247
201402,4685,0.06425748
201402,12241,0.26364756
201402,10932,0.28604352
201402,13102,0.16526584
201402,7138,0.4118378
201402,9659,0.084840566
201402,6418,0.38439116
201402,3318,0.03217545
201402,10792,0.106769286
201402,10608,0.069280155
201402,7996,0.32588312
201402,4605,0.039070066
201402,1714,0.3849145
201402,8151,0.27412552
201402,14211,0.26024473
201402,9892,0.08845899
201402,1204,0.18520065
201402,11842,0.06931386
201402,7609,0.17655623
201402,6805,0.21068679
201402,893,0.21074592
201402,346,0.073497
201402,6295,0.09695857
201402,10407,0.13915242
201402,12208,0.062806346
201402,3268,0.15735908
201402,9664,0.2664124
201402,12143,0.4755492
201402,11220,0.20008354
201402,3119,0.16118766
201402,8391,0.38304856
201402,8314,0.05072381
201402,5310,0.055352602
201402,5212,0.17522298
201402,9836,0.044294637
201402,8147,0.21577094
201402,1544,0.41117355
201402,993,0.31592044
201402,4499,0.08428956
201402,1389,0.37056816
201402,12860,0.22713108
201402,3863,0.04772769
201402,6162,0.058733284
201402,12746,0.15595336
201402,11565,0.14189868
201402,11840,0.26636437
201402,2709,0.20846044
201402,39,0.24067777
201402,2952,0.05380667
201402,9402,0.15711294
201402,12712,0.036668632
201402,12086,0.1640518
201402,8024,0.18390697
201402,10224,0.1427881
201402,7319,0.16296166
201402,9742,0.14684144
201402,10965,0.10968864
201402,9424,0.30069393
201402,1681,0.28671134
201402,6183,0.114617236
201402,1476,0.053401414
201402,2173,0.24514647
201402,560,0.07828971
201402,5312,0.15142304
201402,5646,0.07457619
201402,13246,0.08638757
201402,10852,0.15254992
201402,23,0.13043424
201402,172,0.16169779
201402,11905,0.26893425
201402,10203,0.29953504
201402,10798,0.0577777
201402,1,0.13846414
201402,4108,0.098785155
201402,5520,0.24260549
201402,3986,0.05367425
201402,6803,0.22313854
201402,2107,0.26361287
201402,9599,0.07079313
201402,5767,0.21018791
201402,9966,0.2637192
201402,1733,0.10809395
201402,5191,0.48585784
201402,6928,0.2509632
201402,10893,0.22604856
201402,366,0.1357283
201402,8736,0.089661635
201402,4542,0.039810132
201402,9373,0.094487906
201402,14077,0.18276781
201402,7799,0.384087
201402,12339,0.03579476
201402,2295,0.42798242
201402,10383,0.13177998
201402,1496,0.32506844
201402,3026,0.16844477
201402,9100,0.15782155
201402,8853,0.1476723
201402,12699,0.059794374
201402,4675,0.15434223
201402,1671,0.17362921
201402,12084,0.09086585
201402,9085,0.18930508
201402,11844,0.08636487
201402,4594,0.19795752
201402,9190,0.11921784
201402,6215,0.20693979
201402,604,0.05221955
201402,11718,0.116331786
201402,859,0.08027377
201402,1836,0.3121211
201402,6802,0.2530592
201402,11640,0.07021632
201402,4318,0.39667827
201402,12405,0.05001723
201402,3335,0.40907088
201402,1605,0.18198183
201402,7492,0.105199
201402,10045,0.08836307
201402,3337,0.14471748
201402,3248,0.2095656
201402,14136,0.3219418
201402,1536,0.16375189
201402,5237,0.06844507
201402,1765,0.27131933
201402,9571,0.14056446
201402,6897,0.25397134
201402,3545,0.07307457
201402,12658,0.12119111
201402,896,0.43534225
201402,3075,0.2862737
201402,4076,0.09350865
201402,8914,0.04138424
201402,72,0.13735902
201402,14003,0.32646856
201402,2664,0.15910697
201402,158,0.15352008
201402,7190,0.16123176
201402,12939,0.1438517
201402,10380,0.14084412
201402,10705,0.32577083
201402,1965,0.049402382
201402,13470,0.35562727
201402,3866,0.042121857
201402,11803,0.52304065
201402,1648,0.21437469
201402,14233,0.12227745
201402,3419,0.16100307
201402,1377,0.17586337
201402,470,0.042818952
201402,12832,0.21938203
201402,4948,0.10411552
201402,13319,0.18531701
201402,169,0.28951222
201402,10461,0.3166903
201402,8579,0.097340845
201402,3022,0.29395828
201402,9994,0.17714225
201402,10912,0.22901018
201402,1371,0.18759629
201402,2151,0.23046842
201402,13819,0.25367522
201402,3741,0.28274772
201402,4777,0.5027354
201402,10179,0.13202915
201402,4278,0.24694401
